Full Room Label,Room Label,Area,Map ID,Room ID,X,Y,W,H,Suffix
"Old Rattalia Town (X-3, Y-2) - lor572 (East)","Old Rattalia Town (X-3, Y-2) - lor572",Old Rattalia Town,city,lor572,-3,-2,1,1, (East)
"Old Rattalia Town (X-9, Y-1) - ren3 (West)","Old Rattalia Town (X-9, Y-1) - ren3",Old Rattalia Town,city,ren3,-9,-1,1,1, (West)
"Old Rattalia Town (X-9, Y-1) - ren3 (East)","Old Rattalia Town (X-9, Y-1) - ren3",Old Rattalia Town,city,ren3,-9,-1,1,1, (East)
"Old Rattalia Town (X-3, Y-1) - ren1833 (West)","Old Rattalia Town (X-3, Y-1) - ren1833",Old Rattalia Town,city,ren1833,-3,-1,1,1, (West)
"Old Rattalia Town (X-3, Y-1) - ren1833 (East)","Old Rattalia Town (X-3, Y-1) - ren1833",Old Rattalia Town,city,ren1833,-3,-1,1,1, (East)
"Old Rattalia Town (X-12, Y+0) - lor1907","Old Rattalia Town (X-12, Y+0) - lor1907",Old Rattalia Town,city,lor1907,-12,0,1,2,
"Old Rattalia Town (X-11, Y+0) - ren3887","Old Rattalia Town (X-11, Y+0) - ren3887",Old Rattalia Town,city,ren3887,-11,0,1,2,
"Old Rattalia Town (X-10, Y+0) - ren3889","Old Rattalia Town (X-10, Y+0) - ren3889",Old Rattalia Town,city,ren3889,-10,0,1,1,
"Old Rattalia Town (X-9, Y+0) - ren3950","Old Rattalia Town (X-9, Y+0) - ren3950",Old Rattalia Town,city,ren3950,-9,0,1,1,
"Old Rattalia Town (X-8, Y+0) - yug3472","Old Rattalia Town (X-8, Y+0) - yug3472",Old Rattalia Town,city,yug3472,-8,0,2,2,
"Old Rattalia Town (X-3, Y+0) - lor547","Old Rattalia Town (X-3, Y+0) - lor547",Old Rattalia Town,city,lor547,-3,0,1,3,
"Old Rattalia Town (X-10, Y+1) - ren3821","Old Rattalia Town (X-10, Y+1) - ren3821",Old Rattalia Town,city,ren3821,-10,1,1,3,
"Old Rattalia Town (X-9, Y+1) - ren1477","Old Rattalia Town (X-9, Y+1) - ren1477",Old Rattalia Town,city,ren1477,-9,1,1,1,
"Old Rattalia Town (X-6, Y+1) - ren1447 (West)","Old Rattalia Town (X-6, Y+1) - ren1447",Old Rattalia Town,city,ren1447,-6,1,1,1, (West)
"Old Rattalia Town (X-6, Y+1) - ren1447 (East)","Old Rattalia Town (X-6, Y+1) - ren1447",Old Rattalia Town,city,ren1447,-6,1,1,1, (East)
"Old Rattalia Town (X-5, Y+1) - ren3740","Old Rattalia Town (X-5, Y+1) - ren3740",Old Rattalia Town,city,ren3740,-5,1,1,1,
"Old Rattalia Town (X-4, Y+1) - ren1445","Old Rattalia Town (X-4, Y+1) - ren1445",Old Rattalia Town,city,ren1445,-4,1,1,1,
"Old Rattalia Town (X-12, Y+2) - lor1912","Old Rattalia Town (X-12, Y+2) - lor1912",Old Rattalia Town,city,lor1912,-12,2,1,2,
"Old Rattalia Town (X-11, Y+2) - ren4561","Old Rattalia Town (X-11, Y+2) - ren4561",Old Rattalia Town,city,ren4561,-11,2,1,2,
"Old Rattalia Town (X-9, Y+2) - ren3779","Old Rattalia Town (X-9, Y+2) - ren3779",Old Rattalia Town,city,ren3779,-9,2,1,1,
"Old Rattalia Town (X-8, Y+2) - lor570","Old Rattalia Town (X-8, Y+2) - lor570",Old Rattalia Town,city,lor570,-8,2,1,1,
"Old Rattalia Town (X-7, Y+2) - ren3720","Old Rattalia Town (X-7, Y+2) - ren3720",Old Rattalia Town,city,ren3720,-7,2,4,1,
"Old Rattalia Town (X-9, Y+3) - lor2135","Old Rattalia Town (X-9, Y+3) - lor2135",Old Rattalia Town,city,lor2135,-9,3,1,1,
"Old Rattalia Town (X-8, Y+3) - lor571","Old Rattalia Town (X-8, Y+3) - lor571",Old Rattalia Town,city,lor571,-8,3,2,1,
"Old Rattalia Town (X-6, Y+3) - ren4151","Old Rattalia Town (X-6, Y+3) - ren4151",Old Rattalia Town,city,ren4151,-6,3,1,1,
"Old Rattalia Town (X-5, Y+3) - ren4154","Old Rattalia Town (X-5, Y+3) - ren4154",Old Rattalia Town,city,ren4154,-5,3,1,1,
"Old Rattalia Town (X-4, Y+3) - ren4147","Old Rattalia Town (X-4, Y+3) - ren4147",Old Rattalia Town,city,ren4147,-4,3,1,1,
"Old Rattalia Town (X-12, Y+4) - lor1913","Old Rattalia Town (X-12, Y+4) - lor1913",Old Rattalia Town,city,lor1913,-12,4,1,1,
"Old Rattalia Town (X-11, Y+4) - lor1914","Old Rattalia Town (X-11, Y+4) - lor1914",Old Rattalia Town,city,lor1914,-11,4,1,1,
"Old Rattalia Town (X-10, Y+4) - lor1908","Old Rattalia Town (X-10, Y+4) - lor1908",Old Rattalia Town,city,lor1908,-10,4,1,1,
"Old Rattalia Town (X-9, Y+4) - lor1915","Old Rattalia Town (X-9, Y+4) - lor1915",Old Rattalia Town,city,lor1915,-9,4,1,1,
"Old Rattalia Town (X-8, Y+4) - lor1916","Old Rattalia Town (X-8, Y+4) - lor1916",Old Rattalia Town,city,lor1916,-8,4,2,2,
"Old Rattalia Town (X-6, Y+4) - ren4150","Old Rattalia Town (X-6, Y+4) - ren4150",Old Rattalia Town,city,ren4150,-6,4,1,1,
"Old Rattalia Town (X-5, Y+4) - ren4593","Old Rattalia Town (X-5, Y+4) - ren4593",Old Rattalia Town,city,ren4593,-5,4,1,1,
"Old Rattalia Town (X-4, Y+4) - ren4148","Old Rattalia Town (X-4, Y+4) - ren4148",Old Rattalia Town,city,ren4148,-4,4,1,1,
"Old Rattalia Town (X-12, Y+5) - lor1924","Old Rattalia Town (X-12, Y+5) - lor1924",Old Rattalia Town,city,lor1924,-12,5,1,1,
"Old Rattalia Town (X-11, Y+5) - lor1923","Old Rattalia Town (X-11, Y+5) - lor1923",Old Rattalia Town,city,lor1923,-11,5,1,1,
"Old Rattalia Town (X-10, Y+5) - lor1922","Old Rattalia Town (X-10, Y+5) - lor1922",Old Rattalia Town,city,lor1922,-10,5,1,1,
"Old Rattalia Town (X-9, Y+5) - lor1921","Old Rattalia Town (X-9, Y+5) - lor1921",Old Rattalia Town,city,lor1921,-9,5,1,1,
"Old Rattalia Town (X-6, Y+5) - lor1919","Old Rattalia Town (X-6, Y+5) - lor1919",Old Rattalia Town,city,lor1919,-6,5,3,1,
"Old Rattalia Town (X-3, Y+5) - lor2247","Old Rattalia Town (X-3, Y+5) - lor2247",Old Rattalia Town,city,lor2247,-3,5,2,1,
"Old Rattalia Town (Interiors) (X-7, Y-7) - ren556","Old Rattalia Town (Interiors) (X-7, Y-7) - ren556",Old Rattalia Town (Interiors),city_interiors,ren556,-7,-7,1,1,
"Old Rattalia Town (Interiors) (X-11, Y-4) - ren901","Old Rattalia Town (Interiors) (X-11, Y-4) - ren901",Old Rattalia Town (Interiors),city_interiors,ren901,-10,-4,1,1,
"Old Rattalia Town (Interiors) (X-10, Y-4) - ren911","Old Rattalia Town (Interiors) (X-10, Y-4) - ren911",Old Rattalia Town (Interiors),city_interiors,ren911,-9,-4,1,1,
"Old Rattalia Town (Interiors) (X-8, Y-4) - ren847","Old Rattalia Town (Interiors) (X-8, Y-4) - ren847",Old Rattalia Town (Interiors),city_interiors,ren847,-8,-4,1,1,
"Old Rattalia Town (Interiors) (X-4, Y-3) - lor105","Old Rattalia Town (Interiors) (X-4, Y-3) - lor105",Old Rattalia Town (Interiors),city_interiors,lor105,-4,-3,1,1,
"Old Rattalia Town (Interiors) (X-6, Y+1) - ren925","Old Rattalia Town (Interiors) (X-6, Y+1) - ren925",Old Rattalia Town (Interiors),city_interiors,ren925,-6,1,1,1,
"Old Rattalia Town (Interiors) (X-4, Y+1) - ren24","Old Rattalia Town (Interiors) (X-4, Y+1) - ren24",Old Rattalia Town (Interiors),city_interiors,ren24,-4,1,1,1,
"Old Rattalia Town (Interiors) (X-5, Y+4) - lor1","Old Rattalia Town (Interiors) (X-5, Y+4) - lor1",Old Rattalia Town (Interiors),city_interiors,lor1,-5,4,1,1,
"Old Rattalia Town (Sewers) (X-8, Y-6) - ren1596","Old Rattalia Town (Sewers) (X-8, Y-6) - ren1596",Old Rattalia Town (Sewers),city_underground,ren1596,-8,-6,1,2,
"Old Rattalia Town (Sewers) (X-9, Y-5) - ren3577","Old Rattalia Town (Sewers) (X-9, Y-5) - ren3577",Old Rattalia Town (Sewers),city_underground,ren3577,-9,-5,1,1,
"Old Rattalia Town (Sewers) (X-8, Y-4) - ren1529","Old Rattalia Town (Sewers) (X-8, Y-4) - ren1529",Old Rattalia Town (Sewers),city_underground,ren1529,-8,-4,1,1,
"Old Rattalia Town (Sewers) (X-7, Y-4) - ren1531","Old Rattalia Town (Sewers) (X-7, Y-4) - ren1531",Old Rattalia Town (Sewers),city_underground,ren1531,-7,-4,1,1,
"Old Rattalia Town (Sewers) (X-9, Y-3) - yug1038","Old Rattalia Town (Sewers) (X-9, Y-3) - yug1038",Old Rattalia Town (Sewers),city_underground,yug1038,-9,-3,1,1,
"Old Rattalia Town (Sewers) (X-7, Y-3) - ren1533","Old Rattalia Town (Sewers) (X-7, Y-3) - ren1533",Old Rattalia Town (Sewers),city_underground,ren1533,-7,-3,1,1,
"Old Rattalia Town (Sewers) (X-6, Y-3) - ren789","Old Rattalia Town (Sewers) (X-6, Y-3) - ren789",Old Rattalia Town (Sewers),city_underground,ren789,-6,-3,1,1,
"Old Rattalia Town (Sewers) (X-5, Y-3) - lor119","Old Rattalia Town (Sewers) (X-5, Y-3) - lor119",Old Rattalia Town (Sewers),city_underground,lor119,-5,-3,1,1,
"Old Rattalia Town (Sewers) (X-4, Y-3) - lor122","Old Rattalia Town (Sewers) (X-4, Y-3) - lor122",Old Rattalia Town (Sewers),city_underground,lor122,-4,-3,1,5,
"Old Rattalia Town (Sewers) (X-3, Y-3) - yug941","Old Rattalia Town (Sewers) (X-3, Y-3) - yug941",Old Rattalia Town (Sewers),city_underground,yug941,-3,-3,1,1,
"Old Rattalia Town (Sewers) (X-2, Y-3) - yug969","Old Rattalia Town (Sewers) (X-2, Y-3) - yug969",Old Rattalia Town (Sewers),city_underground,yug969,-2,-3,1,1,
"Old Rattalia Town (Sewers) (X-9, Y-2) - yug1018","Old Rattalia Town (Sewers) (X-9, Y-2) - yug1018",Old Rattalia Town (Sewers),city_underground,yug1018,-9,-2,1,1,
"Old Rattalia Town (Sewers) (X-8, Y-2) - ren1535","Old Rattalia Town (Sewers) (X-8, Y-2) - ren1535",Old Rattalia Town (Sewers),city_underground,ren1535,-8,-2,1,1,
"Old Rattalia Town (Sewers) (X-6, Y-2) - ren793","Old Rattalia Town (Sewers) (X-6, Y-2) - ren793",Old Rattalia Town (Sewers),city_underground,ren793,-6,-2,1,1,
"Old Rattalia Town (Sewers) (X-5, Y-2) - ren1608","Old Rattalia Town (Sewers) (X-5, Y-2) - ren1608",Old Rattalia Town (Sewers),city_underground,ren1608,-5,-2,1,1,
"Old Rattalia Town (Sewers) (X-3, Y-2) - yug953","Old Rattalia Town (Sewers) (X-3, Y-2) - yug953",Old Rattalia Town (Sewers),city_underground,yug953,-3,-2,1,1,
"Old Rattalia Town (Sewers) (X-10, Y-1) - ren1537","Old Rattalia Town (Sewers) (X-10, Y-1) - ren1537",Old Rattalia Town (Sewers),city_underground,ren1537,-10,-1,1,1,
"Old Rattalia Town (Sewers) (X-9, Y-1) - ren899","Old Rattalia Town (Sewers) (X-9, Y-1) - ren899",Old Rattalia Town (Sewers),city_underground,ren899,-9,-1,2,1,
"Old Rattalia Town (Sewers) (X-6, Y-1) - ren797","Old Rattalia Town (Sewers) (X-6, Y-1) - ren797",Old Rattalia Town (Sewers),city_underground,ren797,-6,-1,1,1,
"Old Rattalia Town (Sewers) (X-5, Y-1) - ren798","Old Rattalia Town (Sewers) (X-5, Y-1) - ren798",Old Rattalia Town (Sewers),city_underground,ren798,-5,-1,1,2,
"Old Rattalia Town (Sewers) (X-3, Y-1) - yug7","Old Rattalia Town (Sewers) (X-3, Y-1) - yug7",Old Rattalia Town (Sewers),city_underground,yug7,-3,-1,1,1,
"Old Rattalia Town (Sewers) (X-8, Y+0) - ren1577","Old Rattalia Town (Sewers) (X-8, Y+0) - ren1577",Old Rattalia Town (Sewers),city_underground,ren1577,-8,0,1,1,
"Old Rattalia Town (Sewers) (X-6, Y+0) - lor150","Old Rattalia Town (Sewers) (X-6, Y+0) - lor150",Old Rattalia Town (Sewers),city_underground,lor150,-6,0,1,1,
"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (Main)","Old Rattalia Town (Sewers) (X-3, Y+0) - lor162",Old Rattalia Town (Sewers),city_underground,lor162,-3,0,1,3, (Main)
"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (North)","Old Rattalia Town (Sewers) (X-3, Y+0) - lor162",Old Rattalia Town (Sewers),city_underground,lor162,-3,0,1,3, (North)
"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (South)","Old Rattalia Town (Sewers) (X-3, Y+0) - lor162",Old Rattalia Town (Sewers),city_underground,lor162,-3,0,1,3, (South)
"Old Rattalia Town (Sewers) (X-6, Y+1) - ren1541 (West)","Old Rattalia Town (Sewers) (X-6, Y+1) - ren1541",Old Rattalia Town (Sewers),city_underground,ren1541,-6,1,1,1, (West)
"Old Rattalia Town (Sewers) (X-6, Y+1) - ren1541 (East)","Old Rattalia Town (Sewers) (X-6, Y+1) - ren1541",Old Rattalia Town (Sewers),city_underground,ren1541,-6,1,1,1, (East)
"Old Rattalia Town (Sewers) (X-5, Y+1) - ren791","Old Rattalia Town (Sewers) (X-5, Y+1) - ren791",Old Rattalia Town (Sewers),city_underground,ren791,-5,1,1,1,
"Old Rattalia Town (Sewers) (X-6, Y+3) - yug223","Old Rattalia Town (Sewers) (X-6, Y+3) - yug223",Old Rattalia Town (Sewers),city_underground,yug223,-6,3,1,1,
"Old Rattalia Town (Sewers) (X-5, Y+3) - yug225 (Main)","Old Rattalia Town (Sewers) (X-5, Y+3) - yug225",Old Rattalia Town (Sewers),city_underground,yug225,-5,3,1,1, (Main)
"Old Rattalia Town (Sewers) (X-5, Y+3) - yug225 (West)","Old Rattalia Town (Sewers) (X-5, Y+3) - yug225",Old Rattalia Town (Sewers),city_underground,yug225,-5,3,1,1, (West)
"Old Rattalia Town (Sewers) (X-5, Y+3) - yug225 (East)","Old Rattalia Town (Sewers) (X-5, Y+3) - yug225",Old Rattalia Town (Sewers),city_underground,yug225,-5,3,1,1, (East)
"Old Rattalia Town (Sewers) (X-4, Y+3) - yug232","Old Rattalia Town (Sewers) (X-4, Y+3) - yug232",Old Rattalia Town (Sewers),city_underground,yug232,-4,3,1,1,
"Old Rattalia Town (Sewers) (X-6, Y+4) - lor31","Old Rattalia Town (Sewers) (X-6, Y+4) - lor31",Old Rattalia Town (Sewers),city_underground,lor31,-6,4,1,1,
"Old Rattalia Town (Sewers) (X-5, Y+4) - lor21","Old Rattalia Town (Sewers) (X-5, Y+4) - lor21",Old Rattalia Town (Sewers),city_underground,lor21,-5,4,1,1,
"Old Rattalia Town (Sewers) (X-4, Y+4) - yug220","Old Rattalia Town (Sewers) (X-4, Y+4) - yug220",Old Rattalia Town (Sewers),city_underground,yug220,-4,4,1,1,
"Pipistrello Industries (X-1, Y-20) - ren1496","Pipistrello Industries (X-1, Y-20) - ren1496",Pipistrello Industries,city,ren1496,-1,-20,2,5,
"Pipistrello Industries (X-10, Y-17) - lor2599","Pipistrello Industries (X-10, Y-17) - lor2599",Pipistrello Industries,city,lor2599,-10,-17,5,2,
"Pipistrello Industries (X-5, Y-17) - lor2564","Pipistrello Industries (X-5, Y-17) - lor2564",Pipistrello Industries,city,lor2564,-5,-17,4,2,
"Pipistrello Industries (X+1, Y-17) - lor1608","Pipistrello Industries (X+1, Y-17) - lor1608",Pipistrello Industries,city,lor1608,1,-17,4,2,
"Pipistrello Industries (X+5, Y-17) - lor2521","Pipistrello Industries (X+5, Y-17) - lor2521",Pipistrello Industries,city,lor2521,5,-17,5,2,
"Pipistrello Laboratory (X+0, Y+3) - ren2465","Pipistrello Laboratory (X+0, Y+3) - ren2465",Pipistrello Laboratory,dungeon5,ren2465,0,3,1,1,
"Pipistrello Laboratory (X-5, Y+4) - ren2366","Pipistrello Laboratory (X-5, Y+4) - ren2366",Pipistrello Laboratory,dungeon5,ren2366,-5,4,3,1,
"Pipistrello Laboratory (X+0, Y+4) - ren2333","Pipistrello Laboratory (X+0, Y+4) - ren2333",Pipistrello Laboratory,dungeon5,ren2333,0,4,2,3,
"Pipistrello Laboratory (X+4, Y+4) - lor382","Pipistrello Laboratory (X+4, Y+4) - lor382",Pipistrello Laboratory,dungeon5,lor382,4,4,2,3,
"Pipistrello Laboratory (X-5, Y+5) - ren2385","Pipistrello Laboratory (X-5, Y+5) - ren2385",Pipistrello Laboratory,dungeon5,ren2385,-5,5,2,2,
"Pipistrello Laboratory (X-3, Y+5) - ren2357","Pipistrello Laboratory (X-3, Y+5) - ren2357",Pipistrello Laboratory,dungeon5,ren2357,-3,5,2,1,
"Pipistrello Laboratory (X-1, Y+5) - ren2353","Pipistrello Laboratory (X-1, Y+5) - ren2353",Pipistrello Laboratory,dungeon5,ren2353,-1,5,1,1,
"Pipistrello Laboratory (X+2, Y+5) - ren2350","Pipistrello Laboratory (X+2, Y+5) - ren2350",Pipistrello Laboratory,dungeon5,ren2350,2,5,2,1,
"Pipistrello Laboratory (X-3, Y+6) - ren2768","Pipistrello Laboratory (X-3, Y+6) - ren2768",Pipistrello Laboratory,dungeon5,ren2768,-3,6,3,1,
"Pipistrello Laboratory (X-5, Y+7) - ren2397","Pipistrello Laboratory (X-5, Y+7) - ren2397",Pipistrello Laboratory,dungeon5,ren2397,-5,7,1,1,
"Pipistrello Laboratory (X-4, Y+7) - ren2436","Pipistrello Laboratory (X-4, Y+7) - ren2436",Pipistrello Laboratory,dungeon5,ren2436,-4,7,2,1,
"Pipistrello Laboratory (X-2, Y+7) - ren2426","Pipistrello Laboratory (X-2, Y+7) - ren2426",Pipistrello Laboratory,dungeon5,ren2426,-2,7,1,2,
"Pipistrello Laboratory (X-5, Y+8) - ren2406","Pipistrello Laboratory (X-5, Y+8) - ren2406",Pipistrello Laboratory,dungeon5,ren2406,-5,8,2,1,
"Pipistrello Laboratory (X-3, Y+8) - ren2418","Pipistrello Laboratory (X-3, Y+8) - ren2418",Pipistrello Laboratory,dungeon5,ren2418,-3,8,1,1,
"Pipistrello Manor (X-4, Y-6) - ren2292","Pipistrello Manor (X-4, Y-6) - ren2292",Pipistrello Manor,dungeon5,ren2292,-4,-6,1,1,
"Pipistrello Manor (X-3, Y-6) - ren1998","Pipistrello Manor (X-3, Y-6) - ren1998",Pipistrello Manor,dungeon5,ren1998,-3,-6,1,1,
"Pipistrello Manor (X-2, Y-6) - ren1686","Pipistrello Manor (X-2, Y-6) - ren1686",Pipistrello Manor,dungeon5,ren1686,-2,-6,1,1,
"Pipistrello Manor (X-1, Y-6) - ren1677","Pipistrello Manor (X-1, Y-6) - ren1677",Pipistrello Manor,dungeon5,ren1677,-1,-6,1,1,
"Pipistrello Manor (X+0, Y-6) - ren2098","Pipistrello Manor (X+0, Y-6) - ren2098",Pipistrello Manor,dungeon5,ren2098,0,-6,1,1,
"Pipistrello Manor (X+1, Y-6) - ren2931","Pipistrello Manor (X+1, Y-6) - ren2931",Pipistrello Manor,dungeon5,ren2931,1,-6,2,1,
"Pipistrello Manor (X+3, Y-6) - ren2970","Pipistrello Manor (X+3, Y-6) - ren2970",Pipistrello Manor,dungeon5,ren2970,3,-6,1,1,
"Pipistrello Manor (X+4, Y-6) - ren3006","Pipistrello Manor (X+4, Y-6) - ren3006",Pipistrello Manor,dungeon5,ren3006,4,-6,1,2,
"Pipistrello Manor (X-4, Y-5) - ren2302","Pipistrello Manor (X-4, Y-5) - ren2302",Pipistrello Manor,dungeon5,ren2302,-4,-5,1,1,
"Pipistrello Manor (X-3, Y-5) - ren1970","Pipistrello Manor (X-3, Y-5) - ren1970",Pipistrello Manor,dungeon5,ren1970,-3,-5,1,1,
"Pipistrello Manor (X-2, Y-5) - ren1706","Pipistrello Manor (X-2, Y-5) - ren1706",Pipistrello Manor,dungeon5,ren1706,-2,-5,1,1,
"Pipistrello Manor (X-1, Y-5) - ren1651","Pipistrello Manor (X-1, Y-5) - ren1651",Pipistrello Manor,dungeon5,ren1651,-1,-5,1,1,
"Pipistrello Manor (X+0, Y-5) - ren2063","Pipistrello Manor (X+0, Y-5) - ren2063",Pipistrello Manor,dungeon5,ren2063,0,-5,1,1,
"Pipistrello Manor (X+1, Y-5) - ren2313","Pipistrello Manor (X+1, Y-5) - ren2313",Pipistrello Manor,dungeon5,ren2313,1,-5,1,1,
"Pipistrello Manor (X+2, Y-5) - ren2200","Pipistrello Manor (X+2, Y-5) - ren2200",Pipistrello Manor,dungeon5,ren2200,2,-5,1,2,
"Pipistrello Manor (X+3, Y-5) - ren3016","Pipistrello Manor (X+3, Y-5) - ren3016",Pipistrello Manor,dungeon5,ren3016,3,-5,1,1,
"Pipistrello Manor (X-4, Y-4) - ren1784","Pipistrello Manor (X-4, Y-4) - ren1784",Pipistrello Manor,dungeon5,ren1784,-4,-4,1,1,
"Pipistrello Manor (X-3, Y-4) - ren1812","Pipistrello Manor (X-3, Y-4) - ren1812",Pipistrello Manor,dungeon5,ren1812,-3,-4,1,1,
"Pipistrello Manor (X-2, Y-4) - ren1761","Pipistrello Manor (X-2, Y-4) - ren1761",Pipistrello Manor,dungeon5,ren1761,-2,-4,1,1,
"Pipistrello Manor (X-1, Y-4) - ren2657","Pipistrello Manor (X-1, Y-4) - ren2657",Pipistrello Manor,dungeon5,ren2657,-1,-4,3,3,
"Pipistrello Manor (X+3, Y-4) - ren2220","Pipistrello Manor (X+3, Y-4) - ren2220",Pipistrello Manor,dungeon5,ren2220,3,-4,1,1,
"Pipistrello Manor (X+4, Y-4) - ren2229","Pipistrello Manor (X+4, Y-4) - ren2229",Pipistrello Manor,dungeon5,ren2229,4,-4,1,1,
"Pipistrello Manor (X-4, Y-3) - ren1852","Pipistrello Manor (X-4, Y-3) - ren1852",Pipistrello Manor,dungeon5,ren1852,-4,-3,1,1,
"Pipistrello Manor (X-3, Y-3) - ren2320","Pipistrello Manor (X-3, Y-3) - ren2320",Pipistrello Manor,dungeon5,ren2320,-3,-3,1,1,
"Pipistrello Manor (X-2, Y-3) - ren1829","Pipistrello Manor (X-2, Y-3) - ren1829",Pipistrello Manor,dungeon5,ren1829,-2,-3,1,1,
"Pipistrello Manor (X+2, Y-3) - lor104","Pipistrello Manor (X+2, Y-3) - lor104",Pipistrello Manor,dungeon5,lor104,2,-3,2,1,
"Pipistrello Manor (X+4, Y-3) - ren2258","Pipistrello Manor (X+4, Y-3) - ren2258",Pipistrello Manor,dungeon5,ren2258,4,-3,1,1,
"Pipistrello Manor (X-4, Y-2) - ren1628","Pipistrello Manor (X-4, Y-2) - ren1628",Pipistrello Manor,dungeon5,ren1628,-4,-2,1,1,
"Pipistrello Manor (X-3, Y-2) - ren1840","Pipistrello Manor (X-3, Y-2) - ren1840",Pipistrello Manor,dungeon5,ren1840,-3,-2,1,1,
"Pipistrello Manor (X-2, Y-2) - ren1994","Pipistrello Manor (X-2, Y-2) - ren1994",Pipistrello Manor,dungeon5,ren1994,-2,-2,1,1,
"Pipistrello Manor (X+2, Y-2) - ren84","Pipistrello Manor (X+2, Y-2) - ren84",Pipistrello Manor,dungeon5,ren84,2,-2,1,1,
"Pipistrello Manor (X+3, Y-2) - ren670","Pipistrello Manor (X+3, Y-2) - ren670",Pipistrello Manor,dungeon5,ren670,3,-2,1,1,
"Pipistrello Manor (X+4, Y-2) - ren2273","Pipistrello Manor (X+4, Y-2) - ren2273",Pipistrello Manor,dungeon5,ren2273,4,-2,1,1,
"Pipistrello Manor (X-4, Y-1) - ren1945","Pipistrello Manor (X-4, Y-1) - ren1945",Pipistrello Manor,dungeon5,ren1945,-4,-1,1,1,
"Pipistrello Manor (X-3, Y-1) - ren1710","Pipistrello Manor (X-3, Y-1) - ren1710",Pipistrello Manor,dungeon5,ren1710,-3,-1,1,1,
"Pipistrello Manor (X-2, Y-1) - ren1914","Pipistrello Manor (X-2, Y-1) - ren1914",Pipistrello Manor,dungeon5,ren1914,-2,-1,1,1,
"Pipistrello Manor (X-1, Y-1) - ren1643","Pipistrello Manor (X-1, Y-1) - ren1643",Pipistrello Manor,dungeon5,ren1643,-1,-1,1,1,
"Pipistrello Manor (X+0, Y-1) - ren2177","Pipistrello Manor (X+0, Y-1) - ren2177",Pipistrello Manor,dungeon5,ren2177,0,-1,1,1,
"Pipistrello Manor (X+1, Y-1) - ren2187","Pipistrello Manor (X+1, Y-1) - ren2187",Pipistrello Manor,dungeon5,ren2187,1,-1,1,1,
"Pipistrello Manor (X+2, Y-1) - ren655","Pipistrello Manor (X+2, Y-1) - ren655",Pipistrello Manor,dungeon5,ren655,2,-1,1,1,
"Pipistrello Manor (X+3, Y-1) - ren33","Pipistrello Manor (X+3, Y-1) - ren33",Pipistrello Manor,dungeon5,ren33,3,-1,1,1,
"Pipistrello Manor (X+4, Y-1) - ren3041","Pipistrello Manor (X+4, Y-1) - ren3041",Pipistrello Manor,dungeon5,ren3041,4,-1,1,1,
"Pipistrello Manor (X-4, Y+0) - ren1731","Pipistrello Manor (X-4, Y+0) - ren1731",Pipistrello Manor,dungeon5,ren1731,-4,0,2,1,
"Pipistrello Manor (X-2, Y+0) - ren1754","Pipistrello Manor (X-2, Y+0) - ren1754",Pipistrello Manor,dungeon5,ren1754,-2,0,1,1,
"Pipistrello Manor (X-1, Y+0) - ren1939","Pipistrello Manor (X-1, Y+0) - ren1939",Pipistrello Manor,dungeon5,ren1939,-1,0,1,1,
"Pipistrello Manor (X+0, Y+0) - ren1","Pipistrello Manor (X+0, Y+0) - ren1",Pipistrello Manor,dungeon5,ren1,0,0,1,2,
"Pipistrello Manor (X+1, Y+0) - ren3","Pipistrello Manor (X+1, Y+0) - ren3",Pipistrello Manor,dungeon5,ren3,1,0,1,1,
"Pipistrello Manor (X+2, Y+0) - ren27","Pipistrello Manor (X+2, Y+0) - ren27",Pipistrello Manor,dungeon5,ren27,2,0,1,1,
"Pipistrello Manor (X+3, Y+0) - ren722","Pipistrello Manor (X+3, Y+0) - ren722",Pipistrello Manor,dungeon5,ren722,3,0,1,1,
"Pipistrello Manor (X+4, Y+0) - ren632","Pipistrello Manor (X+4, Y+0) - ren632",Pipistrello Manor,dungeon5,ren632,4,0,1,1,
"Plaza Roquefort Shopping Mall (X+0, Y-9) - ren9749","Plaza Roquefort Shopping Mall (X+0, Y-9) - ren9749",Plaza Roquefort Shopping Mall,dungeon1,ren9749,0,-9,1,1,
"Plaza Roquefort Shopping Mall (X-4, Y-7) - ren4854","Plaza Roquefort Shopping Mall (X-4, Y-7) - ren4854",Plaza Roquefort Shopping Mall,dungeon1,ren4854,-4,-7,1,2,
"Plaza Roquefort Shopping Mall (X-3, Y-7) - ren4853","Plaza Roquefort Shopping Mall (X-3, Y-7) - ren4853",Plaza Roquefort Shopping Mall,dungeon1,ren4853,-3,-7,1,1,
"Plaza Roquefort Shopping Mall (X-2, Y-7) - ren4851","Plaza Roquefort Shopping Mall (X-2, Y-7) - ren4851",Plaza Roquefort Shopping Mall,dungeon1,ren4851,-2,-7,1,1,
"Plaza Roquefort Shopping Mall (X-1, Y-7) - ren4852","Plaza Roquefort Shopping Mall (X-1, Y-7) - ren4852",Plaza Roquefort Shopping Mall,dungeon1,ren4852,-1,-7,1,1,
