Room Label 1,Exit,Room Label 2,↔️,Rules,Edit,Idx1,Idx2,✅,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Rule 6,Rule 7,"Badges (SS[+], Moon, Turret, Wing)",Offstring Throw,Walk-the-Dog,Wall-Dash,UFO Throw,Wall Ride,"Moves (Sleeper+AtW/Parry, Coin-Flip, Coin-Flip+Prodigy, Cat's Cradle)",Other,Notes
"PoultryFC Stadium (X-3, Y-6) - lor762",right,"PoultryFC Stadium (X-2, Y-6) - lor763",,,,733,734,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-6) - lor762",down,"PoultryFC Stadium (X-3, Y-5) - lor642",,,,733,743,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y-6) - lor763",left,"PoultryFC Stadium (X-3, Y-6) - lor762",,,,734,733,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y-6) - lor763",right,"PoultryFC Stadium (X+0, Y-6) - lor630",,,,734,735,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+0, Y-6) - lor630",left,"PoultryFC Stadium (X-2, Y-6) - lor763",,,,735,734,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+0, Y-6) - lor630",right,"PoultryFC Stadium (X+2, Y-6) - lor988",,,,735,736,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+0, Y-6) - lor630",down,"PoultryFC Stadium (X-2, Y-4) - lor155",,,,735,750,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+2, Y-6) - lor988",left,"PoultryFC Stadium (X+0, Y-6) - lor630",,,,736,735,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+2, Y-6) - lor988",right,"PoultryFC Stadium (X+3, Y-6) - lor979",,,,736,737,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+2, Y-6) - lor988",down,"PoultryFC Stadium (X+2, Y-5) - lor961",,,,736,744,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+3, Y-6) - lor979",left,"PoultryFC Stadium (X+2, Y-6) - lor988",,,,737,736,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-6) - lor833",right,"PoultryFC Stadium (X+5, Y-6) - lor941",,,,738,739,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-6) - lor833",left,"PoultryFC Stadium (X+2, Y-5) - lor961",,,,738,744,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-6) - lor833",right,"PoultryFC Stadium (X+5, Y-5) - lor840",,,,738,745,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-6) - lor833",down,"PoultryFC Stadium (X+4, Y-4) - lor814",,,,738,751,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-6) - lor941",left,"PoultryFC Stadium (X+4, Y-6) - lor833",,,,739,738,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-6) - lor941",right,"PoultryFC Stadium (X+6, Y-6) - lor838",,,,739,740,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+6, Y-6) - lor838",left,"PoultryFC Stadium (X+5, Y-6) - lor941",,,,740,739,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+6, Y-6) - lor838",down,"PoultryFC Stadium (X+6, Y-5) - lor839",,,,740,746,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y-5) - lor722",up,"PoultryFC Stadium (X-5, Y-6) - lor643",,,,741,732,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y-5) - lor722",down,"PoultryFC Stadium (X-5, Y-4) - lor647",,,,741,747,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-5) - lor713",up,"PoultryFC Stadium (X-5, Y-6) - lor643",,,,742,732,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-5) - lor713",right,"PoultryFC Stadium (X-3, Y-5) - lor642",,,,742,743,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-5) - lor642",up,"PoultryFC Stadium (X-3, Y-6) - lor762",,,,743,733,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-5) - lor642",left,"PoultryFC Stadium (X-4, Y-5) - lor713",,,,743,742,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-5) - lor642",down,"PoultryFC Stadium (X-3, Y-4) - lor641",,,,743,749,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+2, Y-5) - lor961",up,"PoultryFC Stadium (X+2, Y-6) - lor988",,,,744,736,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+2, Y-5) - lor961",right,"PoultryFC Stadium (X+4, Y-6) - lor833",,,,744,738,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-5) - lor840",left,"PoultryFC Stadium (X+4, Y-6) - lor833",,,,745,738,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-5) - lor840",right,"PoultryFC Stadium (X+6, Y-5) - lor839",,,,745,746,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+6, Y-5) - lor839",up,"PoultryFC Stadium (X+6, Y-6) - lor838",,,,746,740,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+6, Y-5) - lor839",left,"PoultryFC Stadium (X+5, Y-5) - lor840",,,,746,745,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y-4) - lor647",up,"PoultryFC Stadium (X-5, Y-5) - lor722",,,,747,741,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y-4) - lor647",right,"PoultryFC Stadium (X-4, Y-4) - lor646",,,,747,748,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-4) - lor646",left,"PoultryFC Stadium (X-5, Y-4) - lor647",,,,748,747,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-4) - lor646",right,"PoultryFC Stadium (X-3, Y-4) - lor641",,,,748,749,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-4) - lor641",up,"PoultryFC Stadium (X-3, Y-5) - lor642",,,,749,743,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-4) - lor641",left,"PoultryFC Stadium (X-4, Y-4) - lor646",,,,749,748,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-4) - lor641",right,"PoultryFC Stadium (X-2, Y-4) - lor155",,,,749,750,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-4) - lor641",down,"PoultryFC Stadium (X-3, Y-3) - lor639",,,,749,755,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y-4) - lor155",up,"PoultryFC Stadium (X+0, Y-6) - lor630",,,,750,735,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y-4) - lor155",left,"PoultryFC Stadium (X-3, Y-4) - lor641",,,,750,749,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y-4) - lor155",left,"PoultryFC Stadium (X-3, Y-3) - lor639",,,,750,755,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y-4) - lor155",right,"PoultryFC Stadium (X+4, Y-3) - lor813",,,,750,756,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y-4) - lor155",right,"PoultryFC Stadium (X+4, Y-2) - lor796",,,,750,760,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y-4) - lor155",left,"PoultryFC Stadium (X-3, Y-1) - lor586",,,,750,765,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y-4) - lor155",down,"PoultryFC Stadium (X-2, Y+0) - lor585",,,,750,772,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-4) - lor814",up,"PoultryFC Stadium (X+4, Y-6) - lor833",,,,751,738,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-4) - lor814",down,"PoultryFC Stadium (X+4, Y-3) - lor813",,,,751,756,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-4) - lor808",left,"PoultryFC Stadium (X+4, Y-3) - lor813",,,,752,756,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-4) - lor808",down,"PoultryFC Stadium (X+6, Y-2) - lor804",,,,752,762,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y-3) - lor644",right,"PoultryFC Stadium (X-4, Y-3) - lor638",,,,753,754,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y-3) - lor644",down,"PoultryFC Stadium (X-5, Y-2) - lor645",,,,753,757,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-3) - lor638",left,"PoultryFC Stadium (X-5, Y-3) - lor644",,,,754,753,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-3) - lor638",right,"PoultryFC Stadium (X-3, Y-3) - lor639",,,,754,755,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-3) - lor638",down,"PoultryFC Stadium (X-4, Y-2) - lor634",,,,754,758,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-3) - lor639",up,"PoultryFC Stadium (X-3, Y-4) - lor641",,,,755,749,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-3) - lor639",right,"PoultryFC Stadium (X-2, Y-4) - lor155",,,,755,750,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-3) - lor639",left,"PoultryFC Stadium (X-4, Y-3) - lor638",,,,755,754,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-3) - lor639",down,"PoultryFC Stadium (X-3, Y-2) - lor636",,,,755,759,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-3) - lor813",left,"PoultryFC Stadium (X-2, Y-4) - lor155",,,,756,750,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-3) - lor813",up,"PoultryFC Stadium (X+4, Y-4) - lor814",,,,756,751,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-3) - lor813",right,"PoultryFC Stadium (X+5, Y-4) - lor808",,,,756,752,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y-2) - lor645",up,"PoultryFC Stadium (X-5, Y-3) - lor644",,,,757,753,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y-2) - lor645",right,"PoultryFC Stadium (X-4, Y-2) - lor634",,,,757,758,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y-2) - lor645",down,"PoultryFC Stadium (X-5, Y-1) - lor677",,,,757,763,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-2) - lor634",up,"PoultryFC Stadium (X-4, Y-3) - lor638",,,,758,754,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-2) - lor634",left,"PoultryFC Stadium (X-5, Y-2) - lor645",,,,758,757,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-2) - lor634",right,"PoultryFC Stadium (X-3, Y-2) - lor636",,,,758,759,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-2) - lor634",down,"PoultryFC Stadium (X-4, Y-1) - lor637",,,,758,764,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-2) - lor636",up,"PoultryFC Stadium (X-3, Y-3) - lor639",,,,759,755,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-2) - lor636",left,"PoultryFC Stadium (X-4, Y-2) - lor634",,,,759,758,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-2) - lor796",left,"PoultryFC Stadium (X-2, Y-4) - lor155",,,,760,750,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-2) - lor796",right,"PoultryFC Stadium (X+5, Y-2) - lor793",,,,760,761,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-2) - lor796",down,"PoultryFC Stadium (X+4, Y-1) - lor795",,,,760,766,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-2) - lor793",left,"PoultryFC Stadium (X+4, Y-2) - lor796",,,,761,760,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-2) - lor793",right,"PoultryFC Stadium (X+6, Y-2) - lor804",,,,761,762,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-2) - lor793",down,"PoultryFC Stadium (X+5, Y-1) - lor790",,,,761,767,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+6, Y-2) - lor804",up,"PoultryFC Stadium (X+5, Y-4) - lor808",,,,762,752,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+6, Y-2) - lor804",left,"PoultryFC Stadium (X+5, Y-2) - lor793",,,,762,761,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y-1) - lor677",up,"PoultryFC Stadium (X-5, Y-2) - lor645",,,,763,757,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y-1) - lor677",down,"PoultryFC Stadium (X-5, Y+0) - lor697",,,,763,769,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-1) - lor637",up,"PoultryFC Stadium (X-4, Y-2) - lor634",,,,764,758,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-1) - lor637",right,"PoultryFC Stadium (X-3, Y-1) - lor586",,,,764,765,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y-1) - lor637",down,"PoultryFC Stadium (X-4, Y+0) - lor709",,,,764,770,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-1) - lor586",right,"PoultryFC Stadium (X-2, Y-4) - lor155",,,,765,750,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y-1) - lor586",left,"PoultryFC Stadium (X-4, Y-1) - lor637",,,,765,764,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-1) - lor795",up,"PoultryFC Stadium (X+4, Y-2) - lor796",,,,766,760,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y-1) - lor795",down,"PoultryFC Stadium (X+4, Y+0) - lor789",,,,766,777,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-1) - lor790",up,"PoultryFC Stadium (X+5, Y-2) - lor793",,,,767,761,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-1) - lor790",right,"PoultryFC Stadium (X+6, Y-1) - lor803",,,,767,768,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y-1) - lor790",down,"PoultryFC Stadium (X+5, Y+0) - lor792",,,,767,778,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+6, Y-1) - lor803",left,"PoultryFC Stadium (X+5, Y-1) - lor790",,,,768,767,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+6, Y-1) - lor803",down,"PoultryFC Stadium (X+6, Y+0) - lor800",,,,768,779,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-5, Y+0) - lor697",up,"PoultryFC Stadium (X-5, Y-1) - lor677",,,,769,763,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-4, Y+0) - lor709",up,"PoultryFC Stadium (X-4, Y-1) - lor637",,,,770,764,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-3, Y+0) - lor587",right,"PoultryFC Stadium (X-2, Y+0) - lor585",,,,771,772,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y+0) - lor585",up,"PoultryFC Stadium (X-2, Y-4) - lor155",,,,772,750,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y+0) - lor585",left,"PoultryFC Stadium (X-3, Y+0) - lor587",,,,772,771,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-2, Y+0) - lor585",right,"PoultryFC Stadium (X-1, Y+0) - lor584",,,,772,773,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-1, Y+0) - lor584",left,"PoultryFC Stadium (X-2, Y+0) - lor585",,,,773,772,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X-1, Y+0) - lor584",right,"PoultryFC Stadium (X+0, Y+0) - lor583",,,,773,774,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+0, Y+0) - lor583",warp (down),"Gallineiros District (X-4, Y-10) - ren5161",,,,774,380,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+0, Y+0) - lor583",left,"PoultryFC Stadium (X-1, Y+0) - lor584",,,,774,773,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+0, Y+0) - lor583",right,"PoultryFC Stadium (X+2, Y+0) - lor635",,,,774,775,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+2, Y+0) - lor635",left,"PoultryFC Stadium (X+0, Y+0) - lor583",,,,775,774,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+2, Y+0) - lor635",right,"PoultryFC Stadium (X+3, Y+0) - lor786",,,,775,776,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+3, Y+0) - lor786",left,"PoultryFC Stadium (X+2, Y+0) - lor635",,,,776,775,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+3, Y+0) - lor786",right,"PoultryFC Stadium (X+4, Y+0) - lor789",,,,776,777,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y+0) - lor789",up,"PoultryFC Stadium (X+4, Y-1) - lor795",,,,777,766,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+4, Y+0) - lor789",left,"PoultryFC Stadium (X+3, Y+0) - lor786",,,,777,776,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y+0) - lor792",up,"PoultryFC Stadium (X+5, Y-1) - lor790",,,,778,767,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+5, Y+0) - lor792",right,"PoultryFC Stadium (X+6, Y+0) - lor800",,,,778,779,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+6, Y+0) - lor800",up,"PoultryFC Stadium (X+6, Y-1) - lor803",,,,779,768,FALSE,,,,,,,,,,,,,,,,
"PoultryFC Stadium (X+6, Y+0) - lor800",left,"PoultryFC Stadium (X+5, Y+0) - lor792",,,,779,778,FALSE,,,,,,,,,,,,,,,,
"Safe House (X+0, Y+0) - mig38",left,"Safe House (X-1, Y+0) - lor127",FALSE,FALSE,8/16/2026 13:39:55,781,780,TRUE,,,,,,,,,,,,,,,,Technically requires 1 of the 2 cousins
"Safe House (X+0, Y+0) - mig38",right,"Safe House (X+1, Y+0) - mig32",FALSE,TRUE,9/4/2026 12:41:28,781,782,TRUE,MB2,,,,,,,,,,,,,,,
"Safe House (X+0, Y+0) - mig38",warp (up),"South Plaza (X-2, Y-3) - ren223 (Main)",FALSE,FALSE,8/16/2026 13:39:44,781,948,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X+0, Y+2) - ren5312 (North)",right,"Secret Frying-Oil Plant (X+1, Y+3) - ren5462",FALSE,FALSE,,783,788,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X+0, Y+2) - ren5312 (North)",warp (up),"Secret Frying-Oil Plant (X-1, Y+7) - ren29878",FALSE,TRUE,8/16/2026 13:38:04,783,805,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X+0, Y+2) - ren5312 (South)",left,"Secret Frying-Oil Plant (X-1, Y+4) - ren7218",FALSE,FALSE,,784,794,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-4, Y+3) - ren8164 (Main)",down,"Secret Frying-Oil Plant (X-4, Y+4) - ren7529",FALSE,TRUE,,785,791,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-4, Y+3) - ren8164 (Main)",down,"Secret Frying-Oil Plant (X-3, Y+4) - ren8170",FALSE,TRUE,,785,792,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-4, Y+3) - ren8164 (East)",left,"Secret Frying-Oil Plant (X-4, Y+3) - ren8164 (Main)",FALSE,TRUE,,786,785,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-2, Y+3) - ren8162",left,"Secret Frying-Oil Plant (X-4, Y+3) - ren8164 (East)",FALSE,TRUE,,787,786,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X+1, Y+3) - ren5462",right,"Secret Frying-Oil Plant (X+2, Y+3) - ren6925",FALSE,FALSE,,788,789,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X+2, Y+3) - ren6925",left,"Secret Frying-Oil Plant (X+1, Y+4) - ren6980",FALSE,TRUE,,789,795,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,AND SS,FALSE,FALSE,
"Secret Frying-Oil Plant (X+2, Y+3) - ren6925",right,"Secret Frying-Oil Plant (X+4, Y+4) - ren6926",FALSE,TRUE,,789,796,FALSE,,,,,,,,FALSE,FALSE,TRUE,AND UFO Throw,AND Wall-Dash,AND SS,FALSE,FALSE,
"Secret Frying-Oil Plant (X-4, Y+4) - ren7529",down,"Secret Frying-Oil Plant (X-4, Y+5) - ren8186",FALSE,TRUE,,791,797,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-2, Y+4) - ren7212",up,"Secret Frying-Oil Plant (X-2, Y+3) - ren8162",FALSE,FALSE,,793,787,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-1, Y+4) - ren7218",left,"Secret Frying-Oil Plant (X-2, Y+4) - ren7212",FALSE,FALSE,,794,793,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X+4, Y+4) - ren6926",up,"Secret Frying-Oil Plant (X+4, Y+3) - yug144",FALSE,FALSE,,796,790,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X+4, Y+4) - ren6926",down,"Secret Frying-Oil Plant (X+4, Y+5) - ren6924",FALSE,FALSE,,796,802,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-4, Y+5) - ren8186",right,"Secret Frying-Oil Plant (X-3, Y+5) - ren7454",FALSE,TRUE,,797,798,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-3, Y+5) - ren7454",right,"Secret Frying-Oil Plant (X-2, Y+5) - ren7579",FALSE,TRUE,,798,799,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-3, Y+5) - ren7454",down,"Secret Frying-Oil Plant (X-3, Y+6) - ren6859",FALSE,FALSE,,798,803,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X+1, Y+5) - ren7079",left,"Secret Frying-Oil Plant (X+0, Y+2) - ren5312 (South)",FALSE,FALSE,,800,784,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X+3, Y+5) - ren7341",left,"Secret Frying-Oil Plant (X+1, Y+5) - ren7079",FALSE,FALSE,,801,800,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X+4, Y+5) - ren6924",left,"Secret Frying-Oil Plant (X+3, Y+5) - ren7341",FALSE,FALSE,,802,801,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-3, Y+6) - ren6859",down,"Secret Frying-Oil Plant (X+2, Y+7) - ren7605",FALSE,TRUE,,803,806,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-1, Y+7) - ren29878",warp (up),"Secret Frying-Oil Plant (X+0, Y+2) - ren5312 (North)",FALSE,FALSE,,805,783,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X-1, Y+7) - ren29878",left,"Secret Frying-Oil Plant (X-2, Y+7) - ren7935",FALSE,TRUE,,805,804,FALSE,,,,,,,,,,,,,,,,
"Secret Frying-Oil Plant (X+2, Y+7) - ren7605",left,"Secret Frying-Oil Plant (X-1, Y+7) - ren29878",FALSE,TRUE,,806,805,FALSE,,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y-2) - lor1300",right,"SlimeCorp Excavation Site (X+0, Y-2) - lor1303",FALSE,TRUE,8/30/2026 1:28:31,807,810,TRUE,ride,,,,,,,,,,,,,,,Should add lor1303 as midpoint of this connection for roomsanity
"SlimeCorp Excavation Site (X+0, Y-2) - lor1303",right,"SlimeCorp Excavation Site (X+3, Y-2) - lor1305",FALSE,TRUE,8/30/2026 1:31:12,810,812,TRUE,"ride, dash",,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y-2) - lor179 (Main)",left,"SlimeCorp Excavation Site (X+4, Y-2) - lor179 (South Money Bag)",FALSE,TRUE,8/28/2026 21:27:43,813,815,TRUE,bomb,ride,ufo,,,,,,,,,,,,,Only ride or ufo doesn't allow landing but the ony outward connection is back anyway
"SlimeCorp Excavation Site (X+4, Y-2) - lor179 (Main)",right,"SlimeCorp Excavation Site (X+5, Y-1) - lor1228",TRUE,FALSE,8/28/2026 21:26:14,813,826,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y-2) - lor179 (West)",right,"SlimeCorp Excavation Site (X+4, Y-2) - lor179 (Main)",FALSE,TRUE,8/28/2026 21:23:12,814,813,TRUE,bomb,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+4, Y-2) - lor179 (South Money Bag)",right,"SlimeCorp Excavation Site (X+4, Y-2) - lor179 (Main)",FALSE,TRUE,8/30/2026 1:15:28,815,813,TRUE,"dash, ride",midair ufo,"ufo, dash",,,,,,,,,,,,,
"SlimeCorp Excavation Site (X+6, Y-2) - lor1325",left,"SlimeCorp Excavation Site (X+5, Y-2) - lor1326",FALSE,TRUE,8/28/2026 22:37:51,817,816,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-3, Y-1) - lor534",right,"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Northwest)",FALSE,TRUE,8/30/2026 1:18:36,819,821,TRUE,"Lever West 1, Lever West 2",,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Main)",up,"SlimeCorp Excavation Site (X-3, Y-2) - lor1300",FALSE,TRUE,8/30/2026 1:25:47,820,807,TRUE,ride,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Main)",left,"SlimeCorp Excavation Site (X-3, Y-1) - lor534",FALSE,FALSE,8/29/2026 18:24:00,820,819,TRUE,none,,,,,,,,,,,,,,,
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Main)",left,"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Northwest)",FALSE,TRUE,8/30/2026 1:21:48,820,821,TRUE,flip+,,,,,,,,,,,,,,,
